New PAW TMT results file!																												
"Program ""PAW_protein_grouper.py"" run on Fri Feb  8 15:55:01 2019"																		Media_2.1		Exo_2.1		Exo_2.2	Media_2.2	Exo_3.1		Exo_3.2	Media_3.2	
1039	1	sp|P47754|CAZA2_MOUSE	 	 	"sp|P47753|CAZA1_MOUSE, sp|P47754|CAZA2_MOUSE"	 	67.1	286	32967	F-actin-capping protein subunit alpha-2 OS=Mus musculus OX=10090 GN=Capza2 PE=1 SV=3	31	23	0.742	31	23	26.68	23	"387,137"	"24,296"	"334,870"	"4,179"	"307,318"	"463,134"	"480,982"	"27,474"	"526,839"	"384,626"	"7,301"
1054	1	sp|P47963|RL13_MOUSE	 	 	 	 	39.3	211	24305	60S ribosomal protein L13 OS=Mus musculus OX=10090 GN=Rpl13 PE=1 SV=3	31	31	1	31	31	31	31	"1,022,050"	"157,276"	"631,155"	"26,211"	"490,186"	"1,372,497"	"590,872"	"86,421"	"708,445"	"905,821"	"7,831"
1341	1	sp|P62751|RL23A_MOUSE	 	 	 	 	49.4	156	17695	60S ribosomal protein L23a OS=Mus musculus OX=10090 GN=Rpl23a PE=1 SV=1	31	31	1	31	31	31	31	"1,425,096"	"12,359"	"639,236"	"22,346"	"445,134"	"1,615,603"	"580,962"	"85,802"	"643,756"	"1,056,148"	"4,587"
1367	1	sp|P62960|YBOX1_MOUSE	 	 	"sp|P62960|YBOX1_MOUSE, sp|Q9JKB3|YBOX3_MOUSE"	 	52.8	322	35730	Nuclease-sensitive element-binding protein 1 OS=Mus musculus OX=10090 GN=Ybx1 PE=1 SV=3	31	23	0.742	31	23	28.412	23	"109,023"	150	"45,178"	982	"27,265"	"132,207"	"30,379"	"8,346"	"45,307"	"80,291"	150
1709	1	sp|Q3THS6|METK2_MOUSE	 	 	 	 	40.5	395	43688	S-adenosylmethionine synthase isoform type-2 OS=Mus musculus OX=10090 GN=Mat2a PE=1 SV=2	31	31	1	31	31	31	31	"651,413"	"27,747"	"301,086"	"7,500"	"225,616"	"817,615"	"236,241"	"39,640"	"284,321"	"428,301"	"2,292"
1843	1	sp|Q3UP87|ELNE_MOUSE	 	 	 	 	23.4	265	28648	Neutrophil elastase OS=Mus musculus OX=10090 GN=Elane PE=2 SV=1	31	31	1	31	31	31	31	"604,654"	"46,929"	"264,333"	"10,639"	"246,410"	"827,600"	"219,165"	"37,281"	"268,658"	"412,641"	150
1951	1	sp|Q5SQX6|CYFP2_MOUSE	 	 	"sp|Q5SQX6|CYFP2_MOUSE, sp|Q7TMB8|CYFP1_MOUSE"	 	20.3	1253	145658	Cytoplasmic FMR1-interacting protein 2 OS=Mus musculus OX=10090 GN=Cyfip2 PE=1 SV=2	31	10	0.323	31	10	18.4	10	"38,838"	"1,070"	"30,758"	150	"29,714"	"46,026"	"40,507"	600	"38,769"	"35,427"	150
1963	1	sp|Q5SUR0|PUR4_MOUSE	 	 	 	 	25.5	1337	144628	Phosphoribosylformylglycinamidine synthase OS=Mus musculus OX=10090 GN=Pfas PE=1 SV=1	31	31	1	31	31	31	31	"372,816"	"147,376"	"231,765"	"8,414"	"185,965"	"494,725"	"191,958"	"24,813"	"219,085"	"286,997"	"4,292"
2169	1	sp|Q62093|SRSF2_MOUSE	 	 	 	 	14.9	221	25476	Serine/arginine-rich splicing factor 2 OS=Mus musculus OX=10090 GN=Srsf2 PE=1 SV=4	31	31	1	31	31	31	31	"173,192"	"13,057"	"96,068"	850	"73,406"	"216,081"	"91,272"	"6,640"	"107,821"	"140,447"	150
2278	1	sp|Q689Z5|SBNO1_MOUSE	 	 	"sp|Q689Z5|SBNO1_MOUSE, sp|Q7TNB8|SBNO2_MOUSE"	 	19.9	1390	153736	Protein strawberry notch homolog 1 OS=Mus musculus OX=10090 GN=Sbno1 PE=1 SV=2	31	20	0.645	31	20	29.565	20	"79,756"	"3,198"	"53,550"	463	"51,171"	"122,003"	"45,821"	"2,155"	"58,948"	"60,486"	"1,261"
2552	1	sp|Q7TNV0|DEK_MOUSE	 	 	"REV_P84091, sp|Q7TNV0|DEK_MOUSE"	 	31.8	380	43158	Protein DEK OS=Mus musculus OX=10090 GN=Dek PE=1 SV=1	31	30	0.968	31	30	30.938	30	"540,749"	"17,095"	"272,981"	"5,047"	"214,851"	"573,201"	"244,510"	"31,686"	"288,119"	"359,219"	"5,044"
2614	1	sp|Q80UM7|MOGS_MOUSE	 	 	 	 	29.7	834	91830	Mannosyl-oligosaccharide glucosidase OS=Mus musculus OX=10090 GN=Mogs PE=1 SV=1	31	31	1	31	31	31	31	"502,558"	"23,349"	"344,855"	"2,341"	"284,879"	"637,845"	"314,022"	"31,016"	"355,795"	"388,324"	"3,117"
2860	1	sp|Q8BMA6|SRP68_MOUSE	 	 	 	 	35.2	625	70573	Signal recognition particle subunit SRP68 OS=Mus musculus OX=10090 GN=Srp68 PE=1 SV=2	31	31	1	31	31	31	31	"277,047"	"6,899"	"199,813"	"2,430"	"170,112"	"352,005"	"191,654"	"19,075"	"213,302"	"233,060"	"2,005"
2917	1	sp|Q8BT60|CPNE3_MOUSE	 	 	"sp|P59108|CPNE2_MOUSE, sp|Q8BT60|CPNE3_MOUSE"	 	39.4	533	59584	Copine-3 OS=Mus musculus OX=10090 GN=Cpne3 PE=1 SV=2	31	30	0.968	31	30	30.667	30	"349,002"	"13,924"	"394,934"	"1,426"	"348,487"	"451,380"	"454,313"	"19,794"	"492,071"	"310,113"	"5,556"
3399	1	sp|Q8R0G9|NU133_MOUSE	 	 	 	 	23.4	1155	128619	Nuclear pore complex protein Nup133 OS=Mus musculus OX=10090 GN=Nup133 PE=1 SV=2	31	31	1	31	31	31	31	"137,497"	"8,532"	"94,698"	374	"76,374"	"167,999"	"79,276"	"5,827"	"89,168"	"104,712"	150
3539	1	sp|Q8VCT3|AMPB_MOUSE	 	 	 	 	32.8	650	72415	Aminopeptidase B OS=Mus musculus OX=10090 GN=Rnpep PE=1 SV=2	31	31	1	31	31	31	31	"235,365"	"12,462"	"143,037"	623	"121,375"	"272,368"	"182,982"	"9,095"	"205,438"	"227,384"	"1,865"
3570	1	sp|Q8VDP3|MICA1_MOUSE	 	 	 	 	23.7	1048	116783	[F-actin]-monooxygenase MICAL1 OS=Mus musculus OX=10090 GN=Mical1 PE=1 SV=1	31	31	1	31	31	31	31	"138,226"	"10,194"	"102,839"	436	"92,304"	"188,206"	"120,685"	"6,781"	"138,044"	"146,426"	535
3809	1	sp|Q921F4|HNRLL_MOUSE	 	 	 	 	45.5	591	64124	Heterogeneous nuclear ribonucleoprotein L-like OS=Mus musculus OX=10090 GN=Hnrnpll PE=1 SV=3	31	31	1	31	31	31	31	"253,002"	"14,233"	"175,111"	"1,516"	"139,884"	"325,518"	"182,695"	"14,744"	"220,612"	"244,676"	"2,259"
3940	1	sp|Q99K85|SERC_MOUSE	 	 	 	 	50	370	40472	Phosphoserine aminotransferase OS=Mus musculus OX=10090 GN=Psat1 PE=1 SV=1	31	31	1	31	31	31	31	"1,623,806"	"35,376"	"403,077"	"27,788"	"259,806"	"2,018,245"	"277,563"	"101,408"	"356,966"	"1,140,342"	150
4018	1	sp|Q99MD9|NASP_MOUSE	 	 	 	 	23.9	773	83953	Nuclear autoantigenic sperm protein OS=Mus musculus OX=10090 GN=Nasp PE=1 SV=2	31	31	1	31	31	31	31	"541,086"	"6,218"	"260,595"	"6,814"	"185,623"	"641,821"	"178,480"	"27,700"	"206,686"	"390,387"	150
4028	1	sp|Q99MR6|SRRT_MOUSE	 	 	 	 	24.3	875	100451	Serrate RNA effector molecule homolog OS=Mus musculus OX=10090 GN=Srrt PE=1 SV=1	31	31	1	31	31	31	31	"499,420"	"6,724"	"355,045"	"6,347"	"277,588"	"677,406"	"332,828"	"29,718"	"422,318"	"430,069"	"4,431"
4078	1	sp|Q9CPV4|GLOD4_MOUSE	 	 	 	 	63.4	298	33316	Glyoxalase domain-containing protein 4 OS=Mus musculus OX=10090 GN=Glod4 PE=1 SV=1	31	31	1	31	31	31	31	"525,724"	"10,310"	"379,413"	"6,345"	"306,097"	"598,685"	"452,654"	"32,249"	"514,062"	"470,811"	"7,736"
4080	1	sp|Q9CPW4|ARPC5_MOUSE	 	 	 	 	71.5	151	16288	Actin-related protein 2/3 complex subunit 5 OS=Mus musculus OX=10090 GN=Arpc5 PE=1 SV=3	31	31	1	31	31	31	31	"716,637"	"30,386"	"617,250"	"6,392"	"542,882"	"790,608"	"770,582"	"37,725"	"853,588"	"664,117"	"6,185"
4249	1	sp|Q9CX86|ROA0_MOUSE	 	 	"sp|O88569|ROA2_MOUSE, sp|P49312|ROA1_MOUSE, sp|Q8BG05|ROA3_MOUSE, sp|Q9CX86|ROA0_MOUSE, tr|V9GX38|V9GX38_MOUSE"	 	44.9	305	30530	Heterogeneous nuclear ribonucleoprotein A0 OS=Mus musculus OX=10090 GN=Hnrnpa0 PE=1 SV=1	31	19	0.613	31	19	19.905	19	"205,033"	"8,648"	"100,682"	"1,529"	"82,968"	"281,872"	"102,361"	"13,612"	"134,184"	"156,365"	585
5110	1	sp|Q9WUU7|CATZ_MOUSE	 	 	 	 	33.3	306	33996	Cathepsin Z OS=Mus musculus OX=10090 GN=Ctsz PE=1 SV=1	31	31	1	31	31	31	31	"390,772"	"17,651"	"263,845"	"4,171"	"196,196"	"495,565"	"373,259"	"22,302"	"472,494"	"469,275"	523
5172	1	sp|Q9Z0X1|AIFM1_MOUSE	 	 	 	 	26	612	66765	"Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1"	31	31	1	31	31	31	31	"297,688"	"5,040"	"213,897"	974	"176,996"	"396,744"	"198,168"	"12,706"	"223,020"	"289,182"	995
5248	1	sp|Q9Z2U0|PSA7_MOUSE	 	 	 	 	53.6	248	27855	Proteasome subunit alpha type-7 OS=Mus musculus OX=10090 GN=Psma7 PE=1 SV=1	31	31	1	31	31	31	31	"770,765"	"10,651"	"460,012"	"12,139"	"363,511"	"913,177"	"494,704"	"37,394"	"566,578"	"646,220"	"3,783"
5291	1	tr|B1AUY3|B1AUY3_MOUSE	 	 	 	 	31	965	107602	Rho GTPase-activating protein 4 OS=Mus musculus OX=10090 GN=Arhgap4 PE=1 SV=1	31	31	1	31	31	31	31	"86,233"	"2,758"	"93,869"	492	"90,005"	"107,619"	"127,142"	"2,162"	"144,247"	"87,219"	441
5312	1	tr|E9PVZ8|E9PVZ8_MOUSE	 	 	 	 	10.8	3238	370150	"Golgi autoantigen, golgin subfamily b, macrogolgin 1 OS=Mus musculus OX=10090 GN=Golgb1 PE=1 SV=1"	31	31	1	31	31	31	31	"74,798"	"2,838"	"64,128"	813	"59,367"	"90,372"	"75,575"	"1,260"	"85,269"	"68,422"	150
5375	1	tr|G3X9B1|G3X9B1_MOUSE	 	 	 	 	12.6	2143	242069	HEAT repeat-containing 1 OS=Mus musculus OX=10090 GN=Heatr1 PE=1 SV=1	31	31	1	31	31	31	31	"429,056"	"9,553"	"213,523"	"1,858"	"161,563"	"563,259"	"156,968"	"15,890"	"194,819"	"313,802"	"1,131"
5397	1	tr|Q3UJB0|Q3UJB0_MOUSE	 	 	 	 	26.2	878	98197	"Splicing factor 3b, subunit 2 OS=Mus musculus OX=10090 GN=Sf3b2 PE=1 SV=1"	31	31	1	31	31	31	31	"530,921"	"11,390"	"308,071"	"7,273"	"233,895"	"624,719"	"308,498"	"30,014"	"365,265"	"448,467"	"1,075"
156	1	sp|D3Z6Q9|BIN2_MOUSE	 	 	"sp|D3Z6Q9|BIN2_MOUSE, sp|O08539|BIN1_MOUSE"	 	29.9	489	52553	Bridging integrator 2 OS=Mus musculus OX=10090 GN=Bin2 PE=1 SV=1	30	27	0.9	30	27	29.382	27	"241,054"	"3,602"	"147,353"	"2,099"	"122,435"	"317,415"	"179,289"	"16,073"	"217,154"	"261,505"	"2,719"
192	1	sp|G5E870|TRIPC_MOUSE	 	 	 	 	17	2025	224125	E3 ubiquitin-protein ligase TRIP12 OS=Mus musculus OX=10090 GN=Trip12 PE=1 SV=1	30	30	1	30	30	30	30	"108,285"	"5,861"	"85,493"	150	"69,896"	"136,300"	"93,679"	"3,260"	"103,563"	"97,621"	441
468	1	sp|O88738|BIRC6_MOUSE	 	 	 	 	7.4	4882	532164	Baculoviral IAP repeat-containing protein 6 OS=Mus musculus OX=10090 GN=Birc6 PE=1 SV=2	30	30	1	30	30	30	30	"174,075"	"7,005"	"123,807"	"1,026"	"101,866"	"227,579"	"134,960"	"8,972"	"152,173"	"171,533"	"1,046"
988	1	sp|P41241|CSK_MOUSE	 	 	"sp|P41241|CSK_MOUSE, sp|P41242|MATK_MOUSE, sp|Q922K9|FRK_MOUSE"	 	50.7	450	50716	Tyrosine-protein kinase CSK OS=Mus musculus OX=10090 GN=Csk PE=1 SV=2	30	27	0.9	30	27	29.8	27	"309,165"	"46,496"	"256,014"	"2,304"	"223,666"	"370,916"	"307,973"	"18,347"	"343,835"	"325,675"	"5,386"
1034	1	sp|P47226|TES_MOUSE	 	 	"sp|P47226|TES_MOUSE, tr|B1AXB9|B1AXB9_MOUSE"	 	36.9	423	47983	Testin OS=Mus musculus OX=10090 GN=Tes PE=1 SV=1	30	28	0.933	30	28	29.867	28	"220,430"	"1,231"	"315,199"	489	"282,360"	"280,310"	"393,281"	"10,573"	"457,064"	"214,525"	"3,377"
1065	1	sp|P48722|HS74L_MOUSE	 	 	"sp|P48722|HS74L_MOUSE, sp|Q61316|HSP74_MOUSE, sp|Q61699|HS105_MOUSE"	 	33.9	838	94381	Heat shock 70 kDa protein 4L OS=Mus musculus OX=10090 GN=Hspa4l PE=1 SV=2	30	23	0.767	30	23	24.203	23	"40,444"	"1,366"	"36,998"	150	"32,280"	"51,461"	"55,337"	150	"53,494"	"34,754"	150
1097	1	sp|P50396|GDIA_MOUSE	 	 	"sp|P50396|GDIA_MOUSE, sp|Q61598|GDIB_MOUSE"	 	39.6	447	50521	Rab GDP dissociation inhibitor alpha OS=Mus musculus OX=10090 GN=Gdi1 PE=1 SV=3	30	19	0.633	30	19	21.787	19	"67,653"	"3,179"	"83,857"	150	"83,127"	"70,305"	"116,478"	945	"122,114"	"53,860"	634
1178	1	sp|P55258|RAB8A_MOUSE	 	 	"sp|O35963|RB33B_MOUSE, sp|P35276|RAB3D_MOUSE, sp|P35279|RAB6A_MOUSE, sp|P35283|RAB12_MOUSE, sp|P55258|RAB8A_MOUSE, sp|P56371|RAB4A_MOUSE, sp|P61027|RAB10_MOUSE, sp|P61028|RAB8B_MOUSE, sp|P62821|RAB1A_MOUSE, sp|Q6PHN9|RAB35_MOUSE, sp|Q8CG50|RAB43_MOUSE, sp|Q91V41|RAB14_MOUSE, sp|Q91ZR1|RAB4B_MOUSE, sp|Q9D1G1|RAB1B_MOUSE, sp|Q9DD03|RAB13_MOUSE"	 	45.4	207	23668	Ras-related protein Rab-8A OS=Mus musculus OX=10090 GN=Rab8a PE=1 SV=2	30	8	0.267	30	8	13.915	8	"69,877"	"4,813"	"69,388"	553	"59,342"	"86,186"	"75,085"	"2,343"	"84,318"	"73,498"	448
1490	1	sp|P84084|ARF5_MOUSE	 	 	"sp|P61205|ARF3_MOUSE, sp|P61750|ARF4_MOUSE, sp|P84084|ARF5_MOUSE"	 	52.8	180	20529	ADP-ribosylation factor 5 OS=Mus musculus OX=10090 GN=Arf5 PE=1 SV=2	30	9	0.3	30	9	16.282	9	"34,727"	"1,857"	"28,982"	150	"23,669"	"50,638"	"35,837"	899	"50,963"	"38,527"	150
1570	1	sp|P99027|RLA2_MOUSE	 	 	 	 	75.7	115	11651	60S acidic ribosomal protein P2 OS=Mus musculus OX=10090 GN=Rplp2 PE=1 SV=3	30	30	1	30	30	30	30	"1,043,175"	"7,499"	"497,130"	"18,593"	"364,309"	"1,296,226"	"497,649"	"73,468"	"514,911"	"788,590"	502
1700	1	sp|Q3TEA8|HP1B3_MOUSE	 	 	 	 	28.5	554	60866	Heterochromatin protein 1-binding protein 3 OS=Mus musculus OX=10090 GN=Hp1bp3 PE=1 SV=1	30	30	1	30	30	30	30	"491,672"	"27,611"	"407,405"	"3,888"	"363,810"	"584,500"	"527,576"	"25,123"	"600,814"	"416,886"	"4,564"
1721	1	sp|Q3TLH4|PRC2C_MOUSE	 	 	 	 	11.9	2846	310889	Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=3	30	30	1	30	30	30	30	"125,884"	"1,416"	"75,992"	150	"54,032"	"139,048"	"73,584"	"5,077"	"89,257"	"116,152"	150
2043	1	sp|Q60963|PAFA_MOUSE	 	 	 	 	38.4	440	49258	Platelet-activating factor acetylhydrolase OS=Mus musculus OX=10090 GN=Pla2g7 PE=2 SV=2	30	30	1	30	30	30	30	"143,003"	"3,652"	"290,973"	635	"224,948"	"165,010"	"728,514"	"7,459"	"781,000"	"291,502"	"12,392"
2051	1	sp|Q61024|ASNS_MOUSE	 	 	 	 	39	561	64282	Asparagine synthetase [glutamine-hydrolyzing] OS=Mus musculus OX=10090 GN=Asns PE=1 SV=3	30	30	1	30	30	30	30	"586,934"	"11,044"	"290,829"	"8,053"	"246,269"	"664,191"	"265,529"	"31,376"	"290,572"	"447,523"	981
2053	1	sp|Q61035|SYHC_MOUSE	 	 	"sp|Q61035|SYHC_MOUSE, sp|Q99KK9|SYHM_MOUSE"	 	36.9	509	57432	"Histidine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Hars PE=1 SV=2"	30	25	0.833	30	25	28.906	25	"493,955"	"11,767"	"239,778"	"2,901"	"192,104"	"650,594"	"250,840"	"34,926"	"289,114"	"452,299"	517
2128	1	sp|Q61584|FXR1_MOUSE	 	 	"sp|P35922|FMR1_MOUSE, sp|Q61584|FXR1_MOUSE, sp|Q9WVR4|FXR2_MOUSE"	 	32.3	677	76221	Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus OX=10090 GN=Fxr1 PE=1 SV=2	30	29	0.967	30	29	29.592	29	"168,781"	"11,396"	"114,568"	595	"96,042"	"228,751"	"115,318"	"8,473"	"128,667"	"140,064"	150
2214	1	sp|Q62448|IF4G2_MOUSE	 	 	 	 	24.7	906	102104	Eukaryotic translation initiation factor 4 gamma 2 OS=Mus musculus OX=10090 GN=Eif4g2 PE=1 SV=2	30	30	1	30	30	30	30	"607,426"	"15,980"	"369,913"	"5,704"	"316,861"	"752,539"	"333,722"	"37,449"	"390,537"	"454,711"	"4,311"
2285	1	sp|Q68FL6|SYMC_MOUSE	 	 	 	 	32	902	101429	"Methionine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Mars PE=1 SV=1"	30	30	1	30	30	30	30	"625,097"	"12,506"	"332,452"	"7,077"	"262,907"	"801,342"	"335,805"	"36,923"	"398,075"	"532,142"	"5,289"
2662	1	sp|Q80XI3|IF4G3_MOUSE	 	 	"sp|Q6NZJ6|IF4G1_MOUSE, sp|Q80XI3|IF4G3_MOUSE"	 	14.6	1579	174888	Eukaryotic translation initiation factor 4 gamma 3 OS=Mus musculus OX=10090 GN=Eif4g3 PE=1 SV=2	30	17	0.567	30	17	20.946	17	"46,942"	150	"41,149"	150	"34,462"	"64,448"	"48,737"	"2,726"	"54,067"	"59,884"	883
2864	1	sp|Q8BMF4|ODP2_MOUSE	 	 	 	 	31	642	67941	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dlat PE=1 SV=2"	30	30	1	30	30	30	30	"299,686"	"6,031"	"245,179"	"1,750"	"203,867"	"393,814"	"259,645"	"18,152"	"282,885"	"280,503"	"3,552"
2981	1	sp|Q8BWT1|THIM_MOUSE	 	 	 	 	62	397	41829	"3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus OX=10090 GN=Acaa2 PE=1 SV=3"	30	30	1	30	30	30	30	"361,790"	"5,776"	"258,610"	"3,784"	"220,729"	"462,268"	"276,260"	"21,114"	"298,986"	"334,317"	"3,141"
3006	1	sp|Q8BY87|UBP47_MOUSE	 	 	 	 	23.8	1376	157454	Ubiquitin carboxyl-terminal hydrolase 47 OS=Mus musculus OX=10090 GN=Usp47 PE=1 SV=2	30	30	1	30	30	30	30	"83,084"	"1,597"	"91,274"	150	"68,975"	"107,067"	"72,625"	"4,423"	"88,339"	"73,798"	150
3055	1	sp|Q8C129|LCAP_MOUSE	 	 	 	 	19.7	1025	117302	Leucyl-cystinyl aminopeptidase OS=Mus musculus OX=10090 GN=Lnpep PE=1 SV=1	30	30	1	30	30	30	30	"207,935"	"6,931"	"203,165"	"1,848"	"177,510"	"273,781"	"278,108"	"10,861"	"323,074"	"269,702"	"4,295"
3117	1	sp|Q8CAS9|PARP9_MOUSE	 	 	 	 	30.9	866	96658	Protein mono-ADP-ribosyltransferase PARP9 OS=Mus musculus OX=10090 GN=Parp9 PE=1 SV=2	30	30	1	30	30	30	30	"152,728"	"6,360"	"133,817"	632	"121,532"	"187,753"	"155,250"	"7,510"	"174,985"	"149,707"	"1,461"
3211	1	sp|Q8CI51|PDLI5_MOUSE	 	 	 	 	41.5	591	63299	PDZ and LIM domain protein 5 OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=4	30	30	1	30	30	30	30	"181,070"	"1,899"	"142,086"	"1,526"	"110,083"	"221,241"	"159,565"	"15,943"	"175,221"	"209,887"	"4,343"
3256	1	sp|Q8K0D5|EFGM_MOUSE	 	 	 	 	29.2	751	83549	"Elongation factor G, mitochondrial OS=Mus musculus OX=10090 GN=Gfm1 PE=1 SV=1"	30	30	1	30	30	30	30	"337,482"	"19,239"	"172,542"	"1,328"	"148,462"	"416,944"	"160,191"	"24,066"	"181,313"	"282,142"	"2,800"
3279	1	sp|Q8K1M6|DNM1L_MOUSE	 	 	 	 	34.8	742	82657	Dynamin-1-like protein OS=Mus musculus OX=10090 GN=Dnm1l PE=1 SV=2	30	30	1	30	30	30	30	"344,644"	"24,862"	"233,716"	"3,139"	"195,761"	"404,767"	"294,411"	"15,391"	"295,138"	"329,912"	"2,568"
3289	1	sp|Q8K224|NAT10_MOUSE	 	 	 	 	24.6	1024	115417	RNA cytidine acetyltransferase OS=Mus musculus OX=10090 GN=Nat10 PE=1 SV=1	30	30	1	30	30	30	30	"245,129"	"8,710"	"131,946"	"2,555"	"108,097"	"307,089"	"102,814"	"9,458"	"121,345"	"179,363"	"1,065"
3964	1	sp|Q99KY4|GAK_MOUSE	 	 	 	 	22	1305	143639	Cyclin-G-associated kinase OS=Mus musculus OX=10090 GN=Gak PE=1 SV=2	30	30	1	30	30	30	30	"190,582"	"36,510"	"152,927"	"3,105"	"134,988"	"243,462"	"180,456"	"11,161"	"209,765"	"200,621"	"1,816"
3971	1	sp|Q99L45|IF2B_MOUSE	 	 	 	 	52.3	331	38092	Eukaryotic translation initiation factor 2 subunit 2 OS=Mus musculus OX=10090 GN=Eif2s2 PE=1 SV=1	30	30	1	30	30	30	30	"548,088"	"23,116"	"263,047"	"5,630"	"198,511"	"669,978"	"266,130"	"27,615"	"307,733"	"426,498"	"1,506"
3972	1	sp|Q99L47|F10A1_MOUSE	 	 	 	 	27.5	371	41656	Hsc70-interacting protein OS=Mus musculus OX=10090 GN=St13 PE=1 SV=1	30	30	1	30	30	30	30	"763,823"	"10,320"	"475,014"	"9,393"	"371,369"	"939,528"	"469,317"	"46,705"	"537,741"	"635,821"	767
4334	1	sp|Q9CZX8|RS19_MOUSE	 	 	 	 	50.3	145	16085	40S ribosomal protein S19 OS=Mus musculus OX=10090 GN=Rps19 PE=1 SV=3	30	30	1	30	30	30	30	"1,136,403"	"11,313"	"465,337"	"17,693"	"338,846"	"1,395,392"	"343,209"	"66,361"	"451,195"	"900,862"	"4,265"
4536	1	sp|Q9D8U8|SNX5_MOUSE	 	 	 	 	44.1	404	46797	Sorting nexin-5 OS=Mus musculus OX=10090 GN=Snx5 PE=1 SV=1	30	30	1	30	30	30	30	"468,722"	"11,162"	"228,956"	"3,534"	"203,889"	"557,808"	"335,997"	"32,865"	"372,614"	"560,135"	"2,371"
4609	1	sp|Q9DBR1|XRN2_MOUSE	 	 	 	 	27.8	951	108686	5'-3' exoribonuclease 2 OS=Mus musculus OX=10090 GN=Xrn2 PE=1 SV=1	30	30	1	30	30	30	30	"211,822"	"5,251"	"130,148"	"1,602"	"92,838"	"293,779"	"132,527"	"13,673"	"168,258"	"199,270"	"1,469"
4653	1	sp|Q9DCN2|NB5R3_MOUSE	 	 	 	 	50.8	301	34127	NADH-cytochrome b5 reductase 3 OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=3	30	30	1	30	30	30	30	"266,459"	"8,687"	"370,623"	"1,517"	"285,222"	"313,394"	"474,482"	"18,792"	"574,248"	"316,098"	"6,960"
4678	1	sp|Q9EPE9|AT131_MOUSE	 	 	 	 	25.9	1200	132387	Manganese-transporting ATPase 13A1 OS=Mus musculus OX=10090 GN=Atp13a1 PE=1 SV=2	30	30	1	30	30	30	30	"222,638"	"6,618"	"173,872"	"1,069"	"144,127"	"288,948"	"177,142"	"8,404"	"202,901"	"210,706"	"1,334"
4808	1	sp|Q9JII6|AK1A1_MOUSE	 	 	 	 	43.4	325	36586	Alcohol dehydrogenase [NADP(+)] OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3	30	30	1	30	30	30	30	"672,220"	"24,635"	"604,476"	"7,055"	"561,562"	"802,251"	"888,416"	"47,936"	"1,030,299"	"877,682"	"11,174"
5060	1	sp|Q9WTI7|MYO1C_MOUSE	 	 	 	 	27.5	1063	121943	Unconventional myosin-Ic OS=Mus musculus OX=10090 GN=Myo1c PE=1 SV=2	30	30	1	30	30	30	30	"190,447"	"12,122"	"161,478"	834	"134,490"	"232,353"	"199,383"	"6,312"	"221,715"	"213,146"	971
5139	1	sp|Q9WVJ2|PSD13_MOUSE	 	 	 	 	61.4	376	42809	26S proteasome non-ATPase regulatory subunit 13 OS=Mus musculus OX=10090 GN=Psmd13 PE=1 SV=1	30	30	1	30	30	30	30	"557,678"	"11,990"	"391,470"	"5,386"	"346,178"	"692,690"	"369,430"	"32,624"	"432,724"	"481,700"	"4,731"
5191	1	sp|Q9Z1E4|GYS1_MOUSE	 	 	"sp|Q8VCB3|GYS2_MOUSE, sp|Q9Z1E4|GYS1_MOUSE"	 	41.1	738	83926	"Glycogen [starch] synthase, muscle OS=Mus musculus OX=10090 GN=Gys1 PE=1 SV=2"	30	29	0.967	30	29	29.967	29	"232,851"	"5,658"	"252,319"	857	"237,073"	"271,402"	"356,162"	"12,022"	"418,950"	"200,896"	"6,690"
5193	1	sp|Q9Z1F9|SAE2_MOUSE	 	 	 	 	33.2	638	70568	SUMO-activating enzyme subunit 2 OS=Mus musculus OX=10090 GN=Uba2 PE=1 SV=1	30	30	1	30	30	30	30	"604,039"	"16,468"	"306,447"	"5,312"	"226,734"	"771,320"	"286,272"	"37,337"	"337,416"	"478,308"	150
5493	1	sp|Q61655|DD19A_MOUSE_family	 	sp|Q61655|DD19A_MOUSE&tr|Q8BZY3|Q8BZY3_MOUSE	 	 	'(42.3)	'(478)	'(53932)	'(ATP-dependent RNA helicase DDX19A OS=Mus musculus OX=10090 GN=Ddx19a PE=1 SV=2)	30	30	1	30	30	30	30	"214,693"	"38,555"	"144,326"	"2,181"	"116,379"	"297,972"	"144,921"	"10,477"	"167,137"	"198,513"	"2,128"
376	1	sp|O55201|SPT5H_MOUSE	 	 	 	 	24.5	1082	120663	Transcription elongation factor SPT5 OS=Mus musculus OX=10090 GN=Supt5h PE=1 SV=1	29	29	1	29	29	29	29	"183,245"	"2,928"	"123,368"	"1,917"	"102,531"	"230,497"	"127,799"	"10,424"	"143,074"	"152,434"	150
